customer_id,name,age,tenure_months,pay_cycle,base_income,credit_limit,city,signup_date,rent_amount,util_weekly
C001848,Michael Fleming,42,53,monthly,4616.01,8189.21,New Markbury,2024-05-01,-1172.89,-40.33
C001849,Rebecca Hamilton,37,55,monthly,4159.0,7740.8,North Matthew,2023-09-21,-1753.76,-56.31
C001850,Gregory Wheeler,31,1,monthly,2676.71,3262.05,Vincentmouth,2023-09-19,-842.28,-64.57
C001851,Tracy Fischer,33,20,biweekly,6167.91,8401.49,Fuentesshire,2024-07-18,-1020.26,-52.82
C001852,Kylie Mcdonald,41,47,monthly,5677.01,9162.41,Shieldsburgh,2024-07-29,-2055.4,-81.67
C001853,Bradley Fleming,33,32,monthly,5117.82,7741.38,East Jeremyview,2024-04-07,-1772.3,-99.63
C001854,Ruth Rich,27,34,biweekly,5267.01,8020.42,North Kaitlinborough,2023-10-27,-2026.65,-27.41
C001855,Sara Johnson,42,13,monthly,4536.51,6093.82,South Brandon,2023-03-04,-1600.41,-38.55
C001856,Troy Atkinson,28,9,monthly,3415.48,4548.58,East Deniseborough,2024-09-23,-1275.56,-39.08
C001857,Robert Hernandez,34,57,biweekly,6132.63,10209.16,West Marystad,2024-06-20,-1910.64,-18.6
C001858,Kristopher Robbins,41,1,monthly,5311.23,6423.47,South Jill,2023-11-24,-2385.04,-66.1
C001859,Nicholas Gonzalez,24,22,monthly,4035.4,5942.48,New James,2024-07-29,-1364.94,-37.83
C001860,Mark Phillips,36,27,monthly,3877.69,6003.23,Davidchester,2023-09-28,-1150.21,-20.68
C001861,Nathaniel Davis,42,33,monthly,5759.18,8561.01,East Alyssaborough,2023-08-06,-1494.03,-48.32
C001862,Jerome White,53,20,biweekly,2253.89,3704.67,West Kaitlynberg,2024-04-19,-643.9,-46.86
C001863,Stacy Hooper,29,20,monthly,5108.24,7129.89,Nelsonport,2024-12-12,-1619.79,-57.82
C001864,Kelsey Miranda,39,15,monthly,3886.54,5413.84,Griffithchester,2023-06-19,-841.69,-69.76
C001865,Lisa Myers,37,65,monthly,4890.47,9118.56,Lake Kathleen,2024-11-21,-875.48,-59.23
C001866,Claudia Stuart,45,46,monthly,3998.32,7097.98,West Billy,2024-10-08,-1061.24,-39.48
C001867,Michelle Sawyer,29,18,monthly,3299.71,4859.66,Lake Timothy,2023-05-03,-1291.26,-49.88
C001868,Jessica Lawson,29,43,monthly,3891.25,6819.5,Melissaland,2024-04-05,-1178.58,-27.08
C001869,Matthew Harris,30,42,monthly,4448.68,7438.42,Port Richardport,2023-10-21,-1419.28,-74.23
C001870,Kaitlyn Nguyen,23,37,monthly,4384.45,7111.33,Lydiashire,2023-04-15,-1395.3,-22.41
C001871,Stephanie Little,19,13,monthly,3406.59,4737.91,Devinborough,2023-05-17,-574.15,-54.18
C001872,Kevin Norton,42,44,biweekly,2553.32,5263.98,East Bryanview,2023-06-15,-772.05,-52.59
C001873,Kathy Dixon,46,2,biweekly,2474.66,3069.59,Cynthiaport,2023-05-17,-578.63,-32.02
C001874,Miranda Clark,29,20,monthly,4893.43,6872.12,Faulknershire,2024-05-14,-1344.63,-30.04
C001875,Gregory Whitehead,39,13,biweekly,2786.88,3994.26,Lake Johnchester,2023-05-21,-1036.05,-52.12
C001876,Dr. Frederick Hayes II,39,35,monthly,5051.01,7811.21,New Josephshire,2024-09-07,-1442.71,-36.68
C001877,Gregory Guerrero,41,20,biweekly,2501.8,4002.16,Brendabury,2023-08-11,-1094.14,-45.56
C001878,Emily Dalton,39,29,monthly,3192.55,5281.06,East Debbie,2024-07-23,-638.04,-90.37
C001879,Christopher Wilson MD,37,25,biweekly,4735.67,6932.8,New Andrew,2024-02-05,-1745.36,-34.03
C001880,David Arnold,38,32,monthly,2140.36,4168.44,Jeffreychester,2023-09-10,-642.62,-54.76
C001881,Margaret Larson,32,43,biweekly,5853.42,9174.11,Crawfordbury,2023-08-27,-1700.08,-31.89
C001882,Stephen Smith,46,41,monthly,2783.2,5389.84,Lake Staceyburgh,2024-08-03,-705.82,-18.63
C001883,Thomas Murphy,29,53,monthly,4455.48,7996.58,Port Mario,2024-09-25,-1759.88,-57.49
C001884,Richard Garza,41,15,biweekly,4707.41,6398.89,Port Tiffany,2024-04-25,-1433.19,-54.07
C001885,Haley Page,51,18,monthly,4356.23,6127.48,New Rachel,2024-07-15,-981.6,-45.77
C001886,Adam Oneal,33,16,monthly,4297.46,5956.96,East Kristin,2024-08-13,-1231.28,-18.6
C001887,Dustin Drake,42,17,biweekly,6161.18,8243.41,Fordville,2024-12-16,-2083.5,-43.01
C001888,Jacob Hensley,26,28,monthly,5174.08,7608.9,East Teresaside,2023-05-07,-2099.3,-64.85
C001889,Dr. Patricia Velez,34,32,monthly,3980.73,6376.88,Michaelstad,2023-04-10,-1214.7,-65.72
C001890,James Lee,32,11,monthly,6746.83,8646.2,Danastad,2023-09-07,-2419.62,-55.88
C001891,Hannah Finley PhD,34,61,monthly,3415.31,7148.37,South Amandafort,2024-09-26,-962.03,-76.51
C001892,Karen Estrada,36,40,monthly,5268.72,8322.47,Juarezberg,2024-12-13,-2116.05,-36.77
C001893,Erin Black,46,24,monthly,3331.0,5197.2,North Jodyport,2023-03-23,-961.75,-48.88
C001894,Jacqueline Gibbs,41,13,monthly,3986.68,5434.01,Lynnmouth,2024-05-12,-1747.62,-33.73
C001895,Kimberly Garner,29,19,monthly,4290.95,6099.15,East Rebecca,2023-10-12,-984.32,-76.32
C001896,Jose Fox,53,13,monthly,2400.07,3530.09,Whiteton,2023-08-30,-805.44,-39.51
C001897,Amber Hunt,44,56,monthly,2624.51,5949.42,South Dominiquefort,2024-10-08,-699.9,-43.9
C001898,Roberto Savage,21,34,monthly,4220.76,6764.92,North Brianton,2024-09-22,-1620.82,-18.6
C001899,Katherine Neal,44,24,monthly,2553.15,4263.79,Meganchester,2023-06-16,-665.33,-76.51
C001900,Richard Reilly,25,36,monthly,2650.95,4981.14,West Victoriafurt,2024-04-23,-1121.7,-51.89
C001901,Mark Mcknight,31,34,monthly,2581.77,4798.13,Pamelatown,2023-12-10,-648.44,-55.09
C001902,Shannon Miller,45,39,monthly,1573.55,3838.26,South Coreyhaven,2023-11-02,-408.7,-65.0
C001903,Nicholas Ray,45,14,monthly,4960.11,6652.13,Deleonland,2023-03-13,-1384.88,-61.5
C001904,Jackson Sherman,29,25,monthly,3657.69,5639.23,New Gwendolyn,2024-02-03,-1213.71,-34.37
C001905,Melissa Hurst,22,1,monthly,3156.35,3837.62,West Donald,2023-12-12,-798.14,-63.69
C001906,David Wilcox,37,10,monthly,2700.53,3740.63,Myersville,2024-05-18,-1182.81,-59.92
C001907,Brittany Smith,33,55,monthly,3637.38,7114.86,Parsonsberg,2023-05-20,-1579.44,-43.02
C001908,Henry Jones,46,76,biweekly,3554.15,8064.99,Caldwellchester,2024-07-14,-1379.78,-69.21
C001909,Douglas Russell,35,27,monthly,3176.38,5161.66,New Adammouth,2024-09-05,-1031.96,-36.16
C001910,Sarah Lopez,29,34,biweekly,4026.35,6531.62,Mirandaland,2024-07-24,-1408.33,-73.33
C001911,Andrew Burns,19,39,biweekly,5889.68,9017.61,Charlestown,2023-04-05,-1773.45,-73.45
C001912,David Rodriguez,48,17,monthly,4888.08,6715.69,Contrerasmouth,2024-09-10,-1864.15,-85.47
C001913,Lauren Key,56,9,monthly,1200.0,1890.0,North Jose,2023-06-27,-390.93,-62.75
C001914,Catherine Bailey DDS,30,23,monthly,6480.63,8926.75,South Rachaelberg,2024-03-18,-1839.5,-71.53
C001915,Tina Hall,29,32,monthly,5362.49,8034.98,South Stevenmouth,2023-06-20,-1829.2,-48.4
C001916,Mrs. Sarah Everett MD,37,31,monthly,5872.89,8597.47,East Michele,2024-09-19,-2284.57,-21.71
C001917,Zachary Ferrell,41,10,biweekly,2567.26,3580.71,Royberg,2024-08-17,-800.89,-57.32
C001918,Carrie Campbell,37,36,monthly,3748.01,6297.62,Adamborough,2023-07-23,-1027.69,-63.01
C001919,Elizabeth Pierce,35,9,monthly,3336.29,4453.55,Port Jasminemouth,2024-12-13,-1139.11,-40.94
C001920,Samantha Bonilla,49,28,monthly,3167.32,5200.78,Theresashire,2024-08-06,-1225.74,-77.69
C001921,Kelly Stokes DDS,31,28,biweekly,3395.18,5474.22,West Dakota,2024-06-21,-979.96,-46.33
C001922,Rachel Kirby,37,10,monthly,5643.36,7272.04,Loriberg,2024-07-14,-1667.34,-25.54
C001923,Thomas Buchanan,47,22,monthly,2959.67,4651.61,New Meredith,2024-02-02,-796.74,-45.44
C001924,James Heath,33,34,biweekly,5314.04,8076.85,Richardsonborough,2024-08-31,-1894.48,-20.55
C001925,Bryan Duncan,21,53,monthly,4531.73,8088.07,Powellhaven,2023-06-25,-1785.21,-74.24
C001926,Sean Knight,47,5,monthly,3482.86,4429.43,Rangeltown,2023-03-29,-1082.39,-44.53
C001927,Gregory Orozco,27,9,monthly,3349.97,4469.96,Jacquelineville,2023-07-28,-502.5,-47.26
C001928,Jacqueline Petersen,43,37,monthly,6529.28,9685.13,East Brian,2024-04-29,-2413.28,-37.97
C001929,Christina Roberts,36,3,monthly,4134.9,5111.89,Farrelltown,2024-09-24,-1836.14,-30.6
C001930,Steven Manning,50,20,monthly,2417.57,3901.08,Marthahaven,2023-03-08,-630.66,-68.96
C001931,Angela Jones MD,29,22,monthly,5818.22,8081.86,New Jennifer,2024-03-06,-1405.66,-43.97
C001932,Brian Smith,50,18,biweekly,3443.83,5032.6,North Ashleyland,2024-03-24,-901.16,-69.57
C001933,Benjamin Schneider,32,9,monthly,4456.95,5798.34,Port Rebecca,2023-07-12,-1741.83,-61.52
C001934,Derek Rogers,33,18,monthly,3668.01,5301.61,Armstrongburgh,2023-12-23,-603.73,-18.6
C001935,Juan Davidson,38,1,monthly,3700.78,4490.94,East Davidland,2024-06-08,-983.51,-71.73
C001936,Regina Miles MD,41,32,biweekly,4360.46,6832.56,New Jessica,2023-04-26,-1594.41,-51.37
C001937,Betty Church,21,34,monthly,4814.54,7477.45,North Victoria,2023-04-07,-1298.11,-54.24
C001938,Daniel Henry,37,20,monthly,5916.38,8099.65,Mccannchester,2024-09-14,-1484.49,-41.68
C001939,Zachary Johnson,32,20,monthly,3508.25,5209.9,Port Kendrachester,2024-01-20,-1322.16,-45.63
C001940,Stephanie Frazier,48,44,biweekly,4032.79,7039.35,Port Amanda,2024-01-27,-1496.83,-21.42
C001941,Christina Williams,50,23,biweekly,3059.87,4821.84,Port Sheryl,2024-02-27,-1082.01,-40.98
C001942,Charlotte Miller,29,24,monthly,4819.08,6982.89,Martinezfurt,2024-01-27,-2393.45,-75.3
C001943,David Morris,50,36,biweekly,2633.09,4959.71,North Felicia,2024-10-15,-1029.37,-78.33
C001944,Jonathan Peck,25,1,monthly,2642.44,3220.93,Katelynview,2023-03-17,-695.95,-50.65
C001945,Christopher Lopez,37,52,monthly,4595.91,8115.09,South Joseph,2024-01-16,-1466.42,-41.74
C001946,Darren King,30,24,biweekly,6275.33,8730.4,West Moniqueshire,2023-07-24,-2164.3,-36.45
C001947,Miranda Jones,44,1,monthly,3331.59,4047.91,Davisview,2023-08-04,-997.63,-47.46
C001948,Francis Steele,45,40,monthly,4838.95,7806.74,Millershire,2023-05-11,-1646.26,-49.26
C001949,Megan Mitchell,38,30,monthly,1809.84,3671.81,Johnville,2023-03-11,-602.63,-43.87
C001950,Michael Fisher,36,1,monthly,3667.03,4450.43,Armstrongmouth,2023-06-06,-1596.94,-68.14
C001951,Christopher Moore,25,80,monthly,3778.67,8534.41,Rodriguezberg,2024-01-10,-1051.31,-50.37
C001952,Rachel Ryan,22,20,biweekly,4567.0,6480.4,West Stephanieville,2023-04-18,-953.24,-62.41
C001953,Paul Hernandez,41,1,monthly,3093.14,3761.77,Troyland,2023-09-15,-1316.2,-58.6
C001954,David Rodriguez,34,15,monthly,4393.37,6022.04,Barryborough,2023-12-31,-2127.73,-56.26
C001955,Paul Marshall,32,46,monthly,5507.8,8909.37,Leland,2024-07-01,-1535.48,-55.61
C001956,Brian Park,48,13,biweekly,4808.77,6420.53,Denniston,2024-01-21,-1010.22,-18.6
C001957,Jackson Rivera,28,34,biweekly,2377.47,4552.97,Butlertown,2023-08-25,-677.87,-53.83
C001958,Heidi Stewart,34,50,biweekly,5249.3,8799.16,Morrisfurt,2023-10-17,-1455.13,-33.47
C001959,Holly Fox,26,20,monthly,4589.0,6506.8,Christinehaven,2023-04-19,-1164.36,-84.17
C001960,Wendy Barajas,25,21,biweekly,4325.79,6240.94,Natalietown,2024-09-24,-1328.86,-51.73
C001961,Hannah Diaz,46,14,biweekly,2747.79,3997.34,Robertbury,2023-09-26,-907.76,-23.55
C001962,Leroy Ellis,33,32,biweekly,5889.71,8667.65,Deborahborough,2023-04-05,-1451.02,-77.42
C001963,Denise Blackburn,48,16,biweekly,1763.21,2915.85,New Brett,2024-08-18,-737.64,-55.75
C001964,Brian Garcia,27,50,monthly,2817.72,5881.26,New Jenna,2024-05-26,-1377.41,-23.4
C001965,Melissa Bauer,49,1,monthly,3335.59,4052.71,Mccoychester,2024-04-26,-1452.81,-40.11
C001966,Alexander Ortiz,43,38,biweekly,4903.96,7784.75,Fosterchester,2024-08-29,-1456.88,-73.93
C001967,Dana Scott,39,1,monthly,3254.84,3955.81,Katherinetown,2024-08-13,-823.66,-55.06
C001968,Tara Patterson,40,29,monthly,4594.34,6963.21,Dixontown,2024-03-29,-1486.75,-56.4
C001969,Christopher Brown,42,36,monthly,1306.36,3367.63,Lewismouth,2023-09-16,-372.07,-40.01
C001970,Susan West,32,27,monthly,3078.23,5043.88,Milesport,2024-04-12,-1232.23,-19.92
C001971,Michael Rodriguez,44,41,biweekly,4288.96,7196.75,New Mary,2024-10-27,-1199.24,-28.88
C001972,Laurie Watts,31,43,monthly,5783.4,9090.08,New Coreytown,2023-07-13,-1466.74,-43.73
C001973,Glen Baker,32,25,biweekly,5557.81,7919.38,South Carla,2024-12-06,-1657.98,-78.13
C001974,Sally Mcclain,21,22,monthly,3849.14,5718.97,North Suzannechester,2024-01-11,-1439.6,-57.07
C001975,Aaron Campbell,50,1,biweekly,5094.77,6163.72,Lake Davidhaven,2024-03-27,-1776.58,-57.29
C001976,Kayla Jimenez,48,50,monthly,4076.41,7391.69,New Kathryn,2023-03-07,-1577.24,-67.81
C001977,Derek Miles,39,33,monthly,2488.08,4635.69,East Tracyville,2024-02-10,-991.28,-53.86
C001978,Spencer Moyer,22,43,monthly,4378.46,7404.15,West Kristen,2024-11-28,-1116.28,-59.34
C001979,Katherine Velasquez,30,15,biweekly,3398.87,4828.64,Lake Stevenshire,2024-12-09,-1140.54,-85.39
C001980,Erin Herring,43,42,biweekly,6148.7,9478.44,Port Georgefurt,2023-07-06,-1775.31,-38.47
C001981,Paul Johnson,45,18,monthly,5618.99,7642.78,West Michellefurt,2024-09-28,-2185.05,-57.86
C001982,Deborah Perez,42,25,monthly,3425.23,5360.27,East Shawn,2024-08-13,-1167.65,-54.35
C001983,Patrick Ray,23,63,monthly,3756.0,7657.2,Collinsview,2024-04-12,-891.2,-32.66
C001984,Kevin Ramos,37,9,monthly,5046.06,6505.27,West Marcusbury,2024-03-17,-2046.98,-31.48
C001985,Linda Caldwell,49,50,monthly,2017.04,4920.45,Michelleland,2024-08-24,-729.99,-57.66
C001986,Rebecca Griffin,30,41,monthly,4942.58,7981.1,Port Paula,2024-09-07,-1712.36,-19.22
C001987,Dr. Craig Lynch,28,33,monthly,3674.52,6059.43,Lake Meganland,2024-10-26,-971.76,-42.46
C001988,Cynthia Morton,26,9,biweekly,5490.13,7038.15,Bellview,2023-04-16,-1852.16,-45.91
C001989,Mary Collins,38,6,monthly,3198.44,4138.13,North Wendyland,2023-04-09,-861.1,-60.1
C001990,Kathleen Barr,45,53,biweekly,4399.36,7929.23,Ericside,2023-10-04,-1472.19,-46.5
C001991,Dustin Casey,25,35,monthly,3063.39,5426.07,Loriview,2023-07-14,-1280.27,-62.4
C001992,Ethan Bell DVM,19,38,biweekly,3458.54,6050.25,New Benjaminville,2024-12-11,-919.33,-52.76
C001993,Terry Blake,37,25,monthly,5285.65,7592.78,Snowtown,2024-12-05,-1920.03,-50.68
C001994,Larry Jones,52,12,biweekly,3900.74,5280.88,Lake Sharihaven,2024-04-20,-1563.55,-38.51
C001995,James Mccarthy,27,18,monthly,5145.98,7075.17,Gardnerport,2023-10-12,-1315.71,-30.67
C001996,Mrs. Cynthia Berger,37,58,biweekly,1643.22,4871.86,Port Thomas,2024-09-12,-530.16,-46.81
C001997,Lisa Romero,37,19,biweekly,5725.3,7820.35,North Daniel,2024-03-06,-2194.32,-36.26
C001998,Jennifer Thomas,39,68,monthly,4705.23,9046.27,Marissaview,2024-12-04,-1465.33,-42.31
C001999,Brandon Ford,24,33,biweekly,4007.86,6459.44,Lake Jessestad,2024-02-26,-1305.51,-18.6
C002000,William Jones,19,34,biweekly,4093.66,6612.39,New Kevin,2023-03-27,-1493.0,-58.07
C002001,Edward James,36,45,monthly,4155.44,7236.53,Nathanshire,2023-03-20,-1060.54,-35.72
C002002,David Jensen,55,51,monthly,6040.04,9798.04,New Thomas,2023-10-15,-1858.58,-18.6
C002003,Jonathan Anderson,32,16,biweekly,3265.91,4719.09,Andersonstad,2023-06-01,-828.84,-56.64
C002004,Diane Brown,40,39,biweekly,4950.82,7890.99,New Sharon,2023-11-04,-2097.75,-57.74
C002005,Victor Eaton,48,55,biweekly,4830.31,8546.37,Paulchester,2023-09-04,-2015.55,-43.68
C002006,James Lester,32,37,monthly,4764.5,7567.4,Williammouth,2024-10-22,-1633.79,-67.81
C002007,Dr. Michelle Johnson,19,1,monthly,6752.07,8152.48,Moraleshaven,2024-08-20,-1529.2,-32.39
C002008,Ashley Middleton,39,37,biweekly,6422.21,9556.65,New Juan,2023-07-07,-1867.88,-64.43
C002009,Jonathan Graham,52,6,biweekly,5759.73,7211.67,New Ricky,2024-05-12,-1650.86,-48.78
C002010,Brandy Boyd,52,21,monthly,2907.56,4539.07,South Gregorychester,2023-08-24,-1077.76,-64.47
C002011,Kimberly Kent,47,50,monthly,1689.59,4527.51,Jeffreyburgh,2023-02-28,-439.81,-18.6
C002012,John Martin,60,32,biweekly,3062.3,5274.76,Lake James,2024-02-28,-1103.83,-79.83
C002013,David Bright,30,1,monthly,4611.84,5584.2,North Jessicahaven,2023-12-26,-1640.44,-59.62
C002014,Anna Adams,30,25,biweekly,4041.88,6100.26,Lake Bradborough,2024-01-06,-729.07,-49.29
C002015,Gary Kerr,28,63,biweekly,4962.84,9105.41,Port Erika,2024-02-16,-1706.26,-57.09
C002016,Tonya Charles,38,23,monthly,5433.07,7669.68,North Ryanbury,2023-12-18,-2123.16,-77.16
C002017,Robert Watts,34,50,monthly,3457.79,6649.35,Port Jorgeview,2023-10-18,-719.14,-62.57
C002018,Benjamin Davis,27,46,biweekly,2849.08,5718.9,South Pamela,2024-06-07,-1041.44,-18.6
C002019,Bobby Ayala,54,63,monthly,4305.21,8316.25,Bullockberg,2024-05-19,-1482.24,-57.23
C002020,Danielle Payne,27,5,monthly,6561.48,8123.78,Maynardshire,2023-07-07,-2584.17,-75.29
C002021,Justin Gibbs,25,1,monthly,5189.49,6277.39,Carrton,2023-05-26,-1537.51,-34.77
C002022,Miranda Peterson,23,9,monthly,6364.59,8087.51,South Michael,2024-09-26,-1531.24,-76.97
C002023,Jeremy Jackson,24,16,monthly,4014.13,5616.95,South Amandafort,2024-08-29,-1322.07,-52.62
C002024,Aaron Stephens,48,3,monthly,3014.69,3767.62,Cherylshire,2024-02-15,-1075.65,-31.23
C002025,Scott Ramos,46,39,monthly,3323.25,5937.9,East Diana,2023-09-14,-902.99,-19.04
C002026,Breanna Stewart,31,1,monthly,3205.96,3897.15,Lake Lisaborough,2024-12-12,-1133.24,-70.07
C002027,Jacob Montes,41,31,monthly,5447.83,8087.4,Gomezhaven,2024-10-25,-2381.29,-83.24
C002028,Charles Duncan,33,39,biweekly,4428.3,7263.95,Marshallville,2024-06-09,-1093.83,-70.51
C002029,Allison Herring,27,25,monthly,2966.21,4809.45,East Kristy,2024-01-03,-1181.88,-24.06
C002030,Lori Park,36,22,monthly,5020.0,7124.0,Timothyfort,2024-06-03,-1250.31,-18.6
C002031,Daniel Mcneil,24,33,monthly,4638.86,7216.63,New Kevinport,2024-07-02,-957.65,-53.38
C002032,Zachary Herrera,27,58,biweekly,4633.97,8460.76,Andersonhaven,2024-08-11,-1480.53,-57.24
C002033,Scott Mendoza,28,38,monthly,3057.24,5568.69,West Pamela,2023-11-05,-624.33,-39.18
C002034,Adam Smith,46,43,monthly,4402.65,7433.18,West Mitchell,2024-06-24,-1369.88,-69.11
C002035,Valerie Olson,20,9,monthly,5441.59,6979.91,Lake Lisatown,2023-07-28,-1966.89,-36.29
C002036,Laura Brown,37,26,monthly,4022.79,6127.34,Hollandmouth,2024-12-01,-1373.09,-43.85
C002037,Diana Wood,33,3,monthly,4035.88,4993.06,Feliciaton,2023-07-09,-929.84,-58.94
C002038,Traci Hernandez,38,1,monthly,6031.67,7288.0,West Davidhaven,2024-08-12,-1690.79,-46.61
C002039,Sharon Oliver,21,38,monthly,5117.35,8040.82,Jameshaven,2024-09-02,-1694.02,-52.38
C002040,Mr. Kenneth Knapp,20,13,monthly,3916.92,5350.3,Garcialand,2024-03-11,-928.39,-55.02
C002041,Mark Larson,31,28,monthly,3406.3,5487.56,North Shannonmouth,2024-08-21,-1281.69,-65.95
C002042,Mitchell Richardson,39,19,monthly,4410.92,6243.11,Currybury,2023-04-04,-1701.91,-47.43
C002043,Cheryl Lawson,37,24,monthly,4007.31,6008.77,North Elizabeth,2023-12-28,-890.3,-21.54
C002044,John Swanson,24,17,monthly,3676.69,5262.03,Ashleymouth,2023-12-24,-1091.86,-52.16
C002045,Wayne Romero,43,12,monthly,4111.46,5533.75,Lisafort,2024-02-13,-1335.45,-38.62
C002046,Tracy Ferguson,21,13,monthly,5386.01,7113.21,West Anthonyville,2023-05-25,-1450.71,-57.24
C002047,Anthony Brown,24,29,monthly,3403.54,5534.25,East Brittany,2023-09-12,-1115.09,-18.6
C002048,Monica Cole,30,1,monthly,2911.79,3544.15,Christopherbury,2024-09-12,-703.79,-54.83
C002049,Jordan Lewis,38,9,monthly,4666.36,6049.64,North Laurenhaven,2024-01-31,-1499.59,-86.14
C002050,Kyle Torres,52,44,biweekly,2757.66,5509.2,Valdezside,2024-06-23,-833.12,-68.56
C002051,Austin Mcconnell,30,35,biweekly,4999.65,7749.58,Lake Tinafort,2024-03-27,-1844.95,-50.77
C002052,Rhonda Martin,38,1,monthly,3203.19,3893.83,Smithside,2023-12-07,-617.9,-66.61
C002053,Aaron Welch,28,38,monthly,2781.64,5237.97,North Stacy,2024-09-05,-911.49,-64.94
C002054,Angela Mendoza,20,23,biweekly,4220.7,6214.84,West Steven,2023-06-05,-1541.16,-49.32
C002055,Zachary Davis,26,48,monthly,4607.78,7929.33,Rodgersstad,2023-03-09,-691.17,-79.95
C002056,Susan Moran,33,6,biweekly,5077.11,6392.54,North Deborahfort,2024-02-18,-1651.61,-60.99
C002057,Laurie Turner,31,36,monthly,4858.4,7630.08,Lake Paulside,2024-11-16,-1101.34,-54.31
C002058,Dylan Lambert,39,52,monthly,3779.29,7135.14,South Eugenebury,2023-10-19,-1635.95,-54.07
C002059,Robert Wallace,21,6,biweekly,5208.64,6550.36,Bryanstad,2023-02-28,-1725.76,-62.13
C002060,Vanessa Strong,19,10,monthly,4450.32,5840.38,Murphychester,2023-07-08,-1330.23,-50.18
C002061,Larry Brown,21,50,monthly,4654.04,8084.85,Randallfurt,2023-12-29,-1419.17,-24.3
C002062,Amy English,19,1,monthly,4451.4,5391.68,Danielhaven,2024-08-04,-1395.04,-72.12
C002063,Debra Donovan,39,1,biweekly,7453.46,8994.15,Spencermouth,2024-10-17,-3047.23,-75.06
C002064,Mary Wells,51,20,biweekly,4137.8,5965.36,Michaelland,2024-12-01,-1343.31,-71.07
C002065,William Martin,31,25,monthly,4834.55,7051.46,North Bethany,2024-04-22,-2059.57,-61.58
C002066,Nicole Montoya,35,20,monthly,3465.11,5158.13,Patriciaton,2024-05-19,-519.77,-32.63
C002067,Megan King,43,26,monthly,3551.08,5561.29,Kimberlyhaven,2024-02-20,-1534.58,-68.72
C002068,Jill Henry,19,13,monthly,5258.8,6960.56,Aprilfurt,2023-12-17,-1483.32,-59.24
C002069,Stacy Perry,49,26,monthly,5736.26,8183.51,North Brandon,2023-06-18,-1495.91,-28.99
C002070,Carol Barrett,40,1,monthly,3868.06,4691.67,Daniellemouth,2023-05-24,-986.22,-23.2
C002071,Jade Bolton,26,18,monthly,3157.41,4688.9,East Charles,2023-08-05,-1095.63,-45.36
C002072,Alexandria Black,53,7,biweekly,3361.42,4383.7,North Davidfort,2024-01-19,-698.36,-23.01
C002073,George Griffin,32,1,biweekly,3356.16,4077.39,West Eric,2023-04-30,-1267.35,-49.59
C002074,Jessica Alvarado,35,1,monthly,4441.22,5379.47,Lake Kimberlyland,2023-04-22,-1517.7,-29.52
C002075,Dale Baker,32,49,monthly,5128.57,8604.28,East Tammy,2024-08-09,-1904.6,-45.81
C002076,Paige Wilson,25,24,monthly,4329.67,6395.6,Beckermouth,2024-01-01,-1477.09,-45.73
C002077,Richard Long,34,32,monthly,2770.78,4924.93,North Matthewchester,2023-03-01,-1228.37,-67.72
C002078,Sandra King,33,1,monthly,3786.77,4594.13,Morrisfort,2024-09-04,-857.12,-19.03
C002079,Christine Compton,50,32,monthly,3868.2,6241.84,New Felicia,2023-02-28,-941.39,-36.89
C002080,Michael Roth,44,12,biweekly,3831.49,5197.78,Port Amanda,2024-02-07,-985.22,-55.94
C002081,Melissa Thompson,37,35,monthly,5312.48,8124.98,Lake Kimberlyton,2023-11-13,-1916.16,-61.19
C002082,Barbara Dominguez,27,13,monthly,3854.77,5275.72,Nathanfort,2023-12-09,-1220.41,-56.66
C002083,Kevin Aguirre,56,77,biweekly,4970.4,9814.48,West Kari,2024-04-13,-1493.31,-24.9
C002084,Michael Jones,39,32,monthly,4569.01,7082.82,Cookport,2023-08-11,-1614.42,-46.95
C002085,Ryan Rios,36,41,biweekly,3702.67,6493.21,Port Megan,2023-04-17,-1030.04,-73.42
C002086,Susan Summers,33,27,monthly,4814.68,7127.61,Gillfort,2024-06-16,-1346.73,-75.75
C002087,Isaac Acevedo,48,26,monthly,3894.77,5973.73,North Robert,2023-10-09,-1297.05,-39.3
C002088,Gerald Black,27,24,monthly,3408.96,5290.76,North Linda,2023-04-01,-814.95,-59.96
C002089,Jeffrey Johnson,42,48,monthly,6325.22,9990.27,West Mariefurt,2024-09-11,-2770.73,-28.12
C002090,Mackenzie Kemp,33,14,biweekly,3805.16,5266.19,Port Kathryn,2023-08-11,-986.08,-55.91
C002091,Hannah Carter,48,15,monthly,4652.9,6333.48,Aliciachester,2023-10-29,-1449.18,-60.65
C002092,Marie Davis,26,59,biweekly,3677.66,7363.19,North Kristinport,2023-06-08,-1572.51,-61.83
C002093,Edwin Davis,40,21,biweekly,4192.8,6081.36,East Kathrynfurt,2023-10-08,-1286.27,-35.82
C002094,Richard Lloyd,52,26,monthly,4406.0,6587.2,South Rebecca,2024-04-18,-889.87,-51.63
C002095,Joshua Wheeler,38,44,monthly,4601.75,7722.1,Stokestown,2023-05-14,-1306.48,-32.17
C002096,Joel Williams,44,17,monthly,3354.46,4875.35,North Corey,2023-09-30,-1225.18,-64.17
C002097,Amber Reynolds,36,12,monthly,5677.94,7413.53,South Christopherstad,2024-08-12,-1799.44,-67.88
C002098,Matthew Shaffer,26,38,monthly,4800.67,7660.81,Tammychester,2023-07-06,-1695.08,-37.48
